,url_list
299,https://www.rentcollegepads.com/city/columbus-oh/listings/88-frambes-ave-16278
300,https://www.rentcollegepads.com/city/columbus-oh/listings/100-w-oakland-ave-16075
301,https://www.rentcollegepads.com/city/columbus-oh/listings/244-king-ave-47583
302,https://www.rentcollegepads.com/city/columbus-oh/listings/122-w-northwood-ave-47499
303,https://www.rentcollegepads.com/city/columbus-oh/listings/258-e-19th-ave-47646
304,https://www.rentcollegepads.com/city/columbus-oh/listings/186-e-11th-ave-47503
305,https://www.rentcollegepads.com/city/columbus-oh/listings/5-e-northwood-ave-16175
306,https://www.rentcollegepads.com/city/columbus-oh/listings/1483-belmont-62292
307,https://www.rentcollegepads.com/city/columbus-oh/listings/265-e-11th-ave-32529
308,https://www.rentcollegepads.com/city/columbus-oh/listings/31-chittenden-ave-47612
309,https://www.rentcollegepads.com/city/columbus-oh/listings/366-368-king-ave.-columbus-oh-43201-47591
310,https://www.rentcollegepads.com/city/columbus-oh/listings/holly-avenue-buildings-32116
311,https://www.rentcollegepads.com/city/columbus-oh/listings/104-e-12th-ave-47617
312,https://www.rentcollegepads.com/city/columbus-oh/listings/222-e-16th-ave-32496
313,https://www.rentcollegepads.com/city/columbus-oh/listings/46-48-w.-patterson-19189
314,https://www.rentcollegepads.com/city/columbus-oh/listings/132-140-w-lane-ave-16223
315,https://www.rentcollegepads.com/city/columbus-oh/listings/70-72-e-patterson-19191
316,https://www.rentcollegepads.com/city/columbus-oh/listings/243.5-e.-19th-ave-47615
317,https://www.rentcollegepads.com/city/columbus-oh/listings/ohio-stater-16252
318,https://www.rentcollegepads.com/city/columbus-oh/listings/1965-indianola-ave-32509
319,https://www.rentcollegepads.com/city/columbus-oh/listings/31-w-10th-ave-47627
320,https://www.rentcollegepads.com/city/columbus-oh/listings/214-w-norwich-ave-50240
321,https://www.rentcollegepads.com/city/columbus-oh/listings/1510-hamlet-st-32542
322,https://www.rentcollegepads.com/city/columbus-oh/listings/88-mcmillen-ave-47605
323,https://www.rentcollegepads.com/city/columbus-oh/listings/1495-1497-michigan-ave-16382
324,https://www.rentcollegepads.com/city/columbus-oh/listings/250-252-w-lane-ave-16269
325,https://www.rentcollegepads.com/city/columbus-oh/listings/180-188-w-patterson-ave-16126
326,https://www.rentcollegepads.com/city/columbus-oh/listings/the-86-on-lane-35678
327,https://www.rentcollegepads.com/city/columbus-oh/listings/1545-indianola-ave-54339
328,https://www.rentcollegepads.com/city/columbus-oh/listings/152-e-12th-ave-47666
329,https://www.rentcollegepads.com/city/columbus-oh/listings/105-107-e-norwich-ave-16204
330,https://www.rentcollegepads.com/city/columbus-oh/listings/242-e-18th-ave-32492
331,https://www.rentcollegepads.com/city/columbus-oh/listings/80-w-norwich-ave-32248
332,https://www.rentcollegepads.com/city/columbus-oh/listings/65-e-frambes-ave-51526
333,https://www.rentcollegepads.com/city/columbus-oh/listings/885-dennison-ave-43369
334,https://www.rentcollegepads.com/city/columbus-oh/listings/47-e-17th-ave-16443
335,https://www.rentcollegepads.com/city/columbus-oh/listings/352-354-king-ave-columbus-oh-43201-47587
336,https://www.rentcollegepads.com/city/columbus-oh/listings/165-e-northwood-ave-32380
337,https://www.rentcollegepads.com/city/columbus-oh/listings/50-52-w-patterson-19173
338,https://www.rentcollegepads.com/city/columbus-oh/listings/2205-waldeck-ave-47042
339,https://www.rentcollegepads.com/city/columbus-oh/listings/1506-1508-summit-st-52420
340,https://www.rentcollegepads.com/city/columbus-oh/listings/hartford-village-commons-32131
341,https://www.rentcollegepads.com/city/columbus-oh/listings/1999-n-4th-69791
342,https://www.rentcollegepads.com/city/columbus-oh/listings/77-77-1-2-e-7th-ave-32636
343,https://www.rentcollegepads.com/city/columbus-oh/listings/161-e-norwich-ave-50279
344,https://www.rentcollegepads.com/city/columbus-oh/listings/1363-indianola-ave-32697
345,https://www.rentcollegepads.com/city/columbus-oh/listings/1911-indianola-ave-52358
346,https://www.rentcollegepads.com/city/columbus-oh/listings/1393-indianola-ave.-32704
347,https://www.rentcollegepads.com/city/columbus-oh/listings/42-e-13th-ave-47610
348,https://www.rentcollegepads.com/city/columbus-oh/listings/1394-1394.5-indianola-ave.-32701
349,https://www.rentcollegepads.com/city/columbus-oh/listings/1450-worthington-st-16188
350,https://www.rentcollegepads.com/city/columbus-oh/listings/1470-highland-st.-16248
351,https://www.rentcollegepads.com/city/columbus-oh/listings/1375-indianola-ave-47501
352,https://www.rentcollegepads.com/city/columbus-oh/listings/the-view-on-high-32091
353,https://www.rentcollegepads.com/city/columbus-oh/listings/37-e-18th-ave-columbus-oh-43201-69816
354,https://www.rentcollegepads.com/city/columbus-oh/listings/325-e-15th-ave-16144
355,https://www.rentcollegepads.com/city/columbus-oh/listings/1379-forsythe-ave-16377
356,https://www.rentcollegepads.com/city/columbus-oh/listings/100-w-9th-ave-50227
357,https://www.rentcollegepads.com/city/columbus-oh/listings/64-70-e-12th-ave-16234
358,https://www.rentcollegepads.com/city/columbus-oh/listings/2329-indianola-ave-16379
359,https://www.rentcollegepads.com/city/columbus-oh/listings/1957-indianola-ave-32515
360,https://www.rentcollegepads.com/city/columbus-oh/listings/358-e-19th-ave-51537
361,https://www.rentcollegepads.com/city/columbus-oh/listings/69-71-w-patterson-ave-16415
362,https://www.rentcollegepads.com/city/columbus-oh/listings/101-mcmillen-ave-50228
363,https://www.rentcollegepads.com/city/columbus-oh/listings/156-e-12th-ave-47657
364,https://www.rentcollegepads.com/city/columbus-oh/listings/196-198-w-6th-ave-70449
365,https://www.rentcollegepads.com/city/columbus-oh/listings/1473-belmont-ave-47570
366,https://www.rentcollegepads.com/city/columbus-oh/listings/495-chilcote-ave-16160
367,https://www.rentcollegepads.com/city/columbus-oh/listings/73-mcmillen-ave-50246
368,https://www.rentcollegepads.com/city/columbus-oh/listings/68-w-9th-ave-16394
369,https://www.rentcollegepads.com/city/columbus-oh/listings/288-e-16th-ave-32478
370,https://www.rentcollegepads.com/city/columbus-oh/listings/1978-iuka-ave-32511
371,https://www.rentcollegepads.com/city/columbus-oh/listings/149-w-norwich-ave-69807
372,https://www.rentcollegepads.com/city/columbus-oh/listings/1934-summit-st-16432
373,https://www.rentcollegepads.com/city/columbus-oh/listings/414-e-whittier-st-32643
374,https://www.rentcollegepads.com/city/columbus-oh/listings/198-e-norwich-ave-32138
375,https://www.rentcollegepads.com/city/columbus-oh/listings/334-e-18th-ave-16439
376,https://www.rentcollegepads.com/city/columbus-oh/listings/21-e-maynard-ave-32357
377,https://www.rentcollegepads.com/city/columbus-oh/listings/1975-indianola-ave-16435
378,https://www.rentcollegepads.com/city/columbus-oh/listings/328-chittenden-ave-32462
379,https://www.rentcollegepads.com/city/columbus-oh/listings/190-e-norwich-ave-32142
380,https://www.rentcollegepads.com/city/columbus-oh/listings/151-w.-8th-avenue-16246
381,https://www.rentcollegepads.com/city/columbus-oh/listings/192-e-12th-ave-32582
382,https://www.rentcollegepads.com/city/columbus-oh/listings/2132-indianola-ave-49638
383,https://www.rentcollegepads.com/city/columbus-oh/listings/2613-2615-medary-ave-16172
384,https://www.rentcollegepads.com/city/columbus-oh/listings/285-e-12th-ave-51722
385,https://www.rentcollegepads.com/city/columbus-oh/listings/169-175-w-10th-ave-16243
386,https://www.rentcollegepads.com/city/columbus-oh/listings/the-king-apartments-32075
387,https://www.rentcollegepads.com/city/columbus-oh/listings/406-e-17th-ave-69792
388,https://www.rentcollegepads.com/city/columbus-oh/listings/136-w-8th-ave-16392
389,https://www.rentcollegepads.com/city/columbus-oh/listings/410-king-ave-31674
390,https://www.rentcollegepads.com/city/columbus-oh/listings/242-w-8th-ave-43399
391,https://www.rentcollegepads.com/city/columbus-oh/listings/1116-s-high-st-57785
392,https://www.rentcollegepads.com/city/columbus-oh/listings/186-e-northwood-ave-32367
393,https://www.rentcollegepads.com/city/columbus-oh/listings/2112-iuka-69789
394,https://www.rentcollegepads.com/city/columbus-oh/listings/235-e-11th-ave-47489
395,https://www.rentcollegepads.com/city/columbus-oh/listings/49-51-w-blake-ave-46929
396,https://www.rentcollegepads.com/city/columbus-oh/listings/1633-summit-st-32520
397,https://www.rentcollegepads.com/city/columbus-oh/listings/studios-at-106-51734
398,https://www.rentcollegepads.com/city/columbus-oh/listings/156-chittenden-ave-47648
399,https://www.rentcollegepads.com/city/columbus-oh/listings/1368-indianola-ave-32720
400,https://www.rentcollegepads.com/city/columbus-oh/listings/765-s-front-st-69813
401,https://www.rentcollegepads.com/city/columbus-oh/listings/71-e-5th-ave-32637
402,https://www.rentcollegepads.com/city/columbus-oh/listings/156-e-13th-ave-21149
403,https://www.rentcollegepads.com/city/columbus-oh/listings/348-king-ave-47584
404,https://www.rentcollegepads.com/city/columbus-oh/listings/231-e-16th-avenue-57769
405,https://www.rentcollegepads.com/city/columbus-oh/listings/flats-at-1991-51727
406,https://www.rentcollegepads.com/city/columbus-oh/listings/1466-michigan-ave-47569
407,https://www.rentcollegepads.com/city/columbus-oh/listings/233-king-ave-47577
408,https://www.rentcollegepads.com/city/columbus-oh/listings/240-e-15th-ave-32498
409,https://www.rentcollegepads.com/city/columbus-oh/listings/130-w-northwood-ave-32239
410,https://www.rentcollegepads.com/city/columbus-oh/listings/39-41-w-9th-ave.-columbus-oh-43201-47590
411,https://www.rentcollegepads.com/city/columbus-oh/listings/99-e.-16th-69491
412,https://www.rentcollegepads.com/city/columbus-oh/listings/150-e-frambes-ave-32537
413,https://www.rentcollegepads.com/city/columbus-oh/listings/114-e-norwich-avencolumbus-56030
414,https://www.rentcollegepads.com/city/columbus-oh/listings/114-e-16th-ave-16447
415,https://www.rentcollegepads.com/city/columbus-oh/listings/1892-indianola-ave-31738
416,https://www.rentcollegepads.com/city/columbus-oh/listings/225-w-8th-ave-16358
417,https://www.rentcollegepads.com/city/columbus-oh/listings/1444-n-high-st-35679
418,https://www.rentcollegepads.com/city/columbus-oh/listings/18-20-w-norwich-ave-31872
419,https://www.rentcollegepads.com/city/columbus-oh/listings/40-e-lane-ave-16120
420,https://www.rentcollegepads.com/city/columbus-oh/listings/64-66-chittenden-ave-49643
421,https://www.rentcollegepads.com/city/columbus-oh/listings/50-w-oakland-ave-33740
422,https://www.rentcollegepads.com/city/columbus-oh/listings/101-e-lane-ave-16093
423,https://www.rentcollegepads.com/city/columbus-oh/listings/321-e-20th-ave-16400
424,https://www.rentcollegepads.com/city/columbus-oh/listings/1369-indianola-ave-32723
425,https://www.rentcollegepads.com/city/columbus-oh/listings/278-e-15th-ave-32485
426,https://www.rentcollegepads.com/city/columbus-oh/listings/2135-iuka-ave-50239
427,https://www.rentcollegepads.com/city/columbus-oh/listings/1776-summit-st-19183
428,https://www.rentcollegepads.com/city/columbus-oh/listings/211-e-16th-ave-16446
429,https://www.rentcollegepads.com/city/columbus-oh/listings/45-euclid-ave-32641
430,https://www.rentcollegepads.com/city/columbus-oh/listings/2318-2320-n-high-st-43439
431,https://www.rentcollegepads.com/city/columbus-oh/listings/1379-indianola-ave-32555
432,https://www.rentcollegepads.com/city/columbus-oh/listings/37-w-8th-ave-47592
433,https://www.rentcollegepads.com/city/columbus-oh/listings/1294-hunter-ave-16378
434,https://www.rentcollegepads.com/city/columbus-oh/listings/78-w-norwich-ave-32251
435,https://www.rentcollegepads.com/city/columbus-oh/listings/101-e.-12th-avenue-16235
436,https://www.rentcollegepads.com/city/columbus-oh/listings/2880-n-high-st-57789
437,https://www.rentcollegepads.com/city/columbus-oh/listings/51-e.-13th-69492
438,https://www.rentcollegepads.com/city/columbus-oh/listings/2425-n-high-st-31678
439,https://www.rentcollegepads.com/city/columbus-oh/listings/2327-n-high-st-49510
440,https://www.rentcollegepads.com/city/columbus-oh/listings/1846-summit-st-32553
441,https://www.rentcollegepads.com/city/columbus-oh/listings/101-e-14th-ave-51720
442,https://www.rentcollegepads.com/city/columbus-oh/listings/307-e-18th-ave-51654
443,https://www.rentcollegepads.com/city/columbus-oh/listings/1351-hunter-ave-47566
444,https://www.rentcollegepads.com/city/columbus-oh/listings/2215-neil-ave-32237
445,https://www.rentcollegepads.com/city/columbus-oh/listings/195-e-16th-ave-31944
446,https://www.rentcollegepads.com/city/columbus-oh/listings/1548-hunter-ave-32662
447,https://www.rentcollegepads.com/city/columbus-oh/listings/118-king-ave-31743
448,https://www.rentcollegepads.com/city/columbus-oh/listings/1876-n-4th-st-16546
449,https://www.rentcollegepads.com/city/columbus-oh/listings/434-e-15th-ave-16449
450,https://www.rentcollegepads.com/city/columbus-oh/listings/173-w-9th-ave-47619
451,https://www.rentcollegepads.com/city/columbus-oh/listings/6-e-17th-ave-46911
452,https://www.rentcollegepads.com/city/columbus-oh/listings/1444-worthington-st-16186
453,https://www.rentcollegepads.com/city/columbus-oh/listings/67-e-5th-ave-32684
454,https://www.rentcollegepads.com/city/columbus-oh/listings/30-36-e-woodruff-ave-16229
455,https://www.rentcollegepads.com/city/columbus-oh/listings/160-e-norwich-ave-columbus-56997
456,https://www.rentcollegepads.com/city/columbus-oh/listings/2060-tuller-street-57771
457,https://www.rentcollegepads.com/city/columbus-oh/listings/47.5-e.-12th-ave-47626
458,https://www.rentcollegepads.com/city/columbus-oh/listings/55-king-ave-16566
459,https://www.rentcollegepads.com/city/columbus-oh/listings/38-w-oakland-ave-16413
460,https://www.rentcollegepads.com/city/columbus-oh/listings/229-w-8th-ave-16360
461,https://www.rentcollegepads.com/city/columbus-oh/listings/1382-indianola-ave-47502
462,https://www.rentcollegepads.com/city/columbus-oh/listings/1367-indianola-ave-32709
463,https://www.rentcollegepads.com/city/columbus-oh/listings/124-king-ave-16406
464,https://www.rentcollegepads.com/city/columbus-oh/listings/286-e-16th-ave-32482
465,https://www.rentcollegepads.com/city/columbus-oh/listings/14-e-17th-ave-16134
466,https://www.rentcollegepads.com/city/columbus-oh/listings/115-125-w-northwood-ave-16054
467,https://www.rentcollegepads.com/city/columbus-oh/listings/1993-summit-st-32502
468,https://www.rentcollegepads.com/city/columbus-oh/listings/97-111-w-northwood-ave-16082
469,https://www.rentcollegepads.com/city/columbus-oh/listings/167-e-norwich-ave-32376
470,https://www.rentcollegepads.com/city/columbus-oh/listings/109-119-e.-tompkins-st-43516
471,https://www.rentcollegepads.com/city/columbus-oh/listings/88-e-4th-ave-43385
472,https://www.rentcollegepads.com/city/columbus-oh/listings/82-euclid-ave-32633
473,https://www.rentcollegepads.com/city/columbus-oh/listings/1371-summit-st-32679
474,https://www.rentcollegepads.com/city/columbus-oh/listings/1849-1851-n-4th-st-16390
475,https://www.rentcollegepads.com/city/columbus-oh/listings/176-178-e-norwich-ave-16215
476,https://www.rentcollegepads.com/city/columbus-oh/listings/1550-hunter-ave-32659
477,https://www.rentcollegepads.com/city/columbus-oh/listings/299-e-19th-ave-16569
478,https://www.rentcollegepads.com/city/columbus-oh/listings/58-w-10th-ave-16138
479,https://www.rentcollegepads.com/city/columbus-oh/listings/1558-1560-highland-st-16164
480,https://www.rentcollegepads.com/city/columbus-oh/listings/105-w-maynard-ave-16388
481,https://www.rentcollegepads.com/city/columbus-oh/listings/1917-waldeck-ave-47665
482,https://www.rentcollegepads.com/city/columbus-oh/listings/1437-hunter-ave-16068
483,https://www.rentcollegepads.com/city/columbus-oh/listings/24-26-w-10th-ave-49640
484,https://www.rentcollegepads.com/city/columbus-oh/listings/2150-2160-summit-st-51723
485,https://www.rentcollegepads.com/city/columbus-oh/listings/1518-summit-st-32668
486,https://www.rentcollegepads.com/city/columbus-oh/listings/121-e-14th-ave-16365
487,https://www.rentcollegepads.com/city/columbus-oh/listings/35-w-10th-ave-16450
488,https://www.rentcollegepads.com/city/columbus-oh/listings/1413-pennsylvania-ave-47505
489,https://www.rentcollegepads.com/city/columbus-oh/listings/30-frambes-ave-31742
490,https://www.rentcollegepads.com/city/columbus-oh/listings/197-e.-13th-avenue-21150
491,https://www.rentcollegepads.com/city/columbus-oh/listings/81-83-w-9th-ave.-columbus-oh-43201-47604
492,https://www.rentcollegepads.com/city/columbus-oh/listings/2310-n-high-st-32227
493,https://www.rentcollegepads.com/city/columbus-oh/listings/135-e-norwich-ave-69799
494,https://www.rentcollegepads.com/city/columbus-oh/listings/556-s-drexel-ave-32638
495,https://www.rentcollegepads.com/city/columbus-oh/listings/fisher-commons-20569
496,https://www.rentcollegepads.com/city/columbus-oh/listings/59-king-ave-16169
497,https://www.rentcollegepads.com/city/columbus-oh/listings/335-e-12th-ave-32444
498,https://www.rentcollegepads.com/city/columbus-oh/listings/116-w-northwood-ave-47498
499,https://www.rentcollegepads.com/city/columbus-oh/listings/94-e-frambes-ave-32406
500,https://www.rentcollegepads.com/city/columbus-oh/listings/350-e-12th-ave-32646
501,https://www.rentcollegepads.com/city/columbus-oh/listings/1447-highland-st-47332
502,https://www.rentcollegepads.com/city/columbus-oh/listings/400-e-17th-ave-69790
503,https://www.rentcollegepads.com/city/columbus-oh/listings/35-w-9th-ave-47588
504,https://www.rentcollegepads.com/city/columbus-oh/listings/58-e-12th-ave-32436
505,https://www.rentcollegepads.com/city/columbus-oh/listings/1436-neil-ave-43456
506,https://www.rentcollegepads.com/city/columbus-oh/listings/rooming-house-69087
507,https://www.rentcollegepads.com/city/columbus-oh/listings/242-e-13th-ave-51562
508,https://www.rentcollegepads.com/city/columbus-oh/listings/249-255-w-norwich-ave-16280
509,https://www.rentcollegepads.com/city/columbus-oh/listings/108-w-northwood-ave-32241
510,https://www.rentcollegepads.com/city/columbus-oh/listings/hometeam-apartments-49769
511,https://www.rentcollegepads.com/city/columbus-oh/listings/234-king-ave-47582
512,https://www.rentcollegepads.com/city/columbus-oh/listings/1443-highland-st-43454
513,https://www.rentcollegepads.com/city/columbus-oh/listings/330-e-19th-ave-16398
514,https://www.rentcollegepads.com/city/columbus-oh/listings/285-e-15th-ave-31708
515,https://www.rentcollegepads.com/city/columbus-oh/listings/201-e-16th-ave-32029
516,https://www.rentcollegepads.com/city/columbus-oh/listings/198-e-16th-ave-16089
517,https://www.rentcollegepads.com/city/columbus-oh/listings/47-49-e-18th-ave-16232
518,https://www.rentcollegepads.com/city/columbus-oh/listings/25-27-e.-patterson-19179
519,https://www.rentcollegepads.com/city/columbus-oh/listings/321-w-8th-ave-47586
520,https://www.rentcollegepads.com/city/columbus-oh/listings/46-w-starr-avenue-62282
521,https://www.rentcollegepads.com/city/columbus-oh/listings/215-e-16th-ave-16463
522,https://www.rentcollegepads.com/city/columbus-oh/listings/262-e-19th-ave-16397
523,https://www.rentcollegepads.com/city/columbus-oh/listings/318-326-e-19th-ave-46946
524,https://www.rentcollegepads.com/city/columbus-oh/listings/thirty-two-69489
525,https://www.rentcollegepads.com/city/columbus-oh/listings/350-mt-vernon-ave-54597
526,https://www.rentcollegepads.com/city/columbus-oh/listings/153-w-10th-ave-47638
527,https://www.rentcollegepads.com/city/columbus-oh/listings/1475-worthington-st-16420
528,https://www.rentcollegepads.com/city/columbus-oh/listings/244-e-17th-ave-32491
529,https://www.rentcollegepads.com/city/columbus-oh/listings/180-e-12th-ave-50303
530,https://www.rentcollegepads.com/city/columbus-oh/listings/221-e-16th-ave-16445
531,https://www.rentcollegepads.com/city/columbus-oh/listings/284-e-13th-ave-32490
532,https://www.rentcollegepads.com/city/columbus-oh/listings/97-w-9th-ave-47609
533,https://www.rentcollegepads.com/city/columbus-oh/listings/194-e-12th-ave-32524
534,https://www.rentcollegepads.com/city/columbus-oh/listings/31-frambes-ave-16227
535,https://www.rentcollegepads.com/city/columbus-oh/listings/1444-1446-hunter-ave-47328
536,https://www.rentcollegepads.com/city/columbus-oh/listings/257-e-15th-ave-19168
537,https://www.rentcollegepads.com/city/columbus-oh/listings/94-king-ave-50249
538,https://www.rentcollegepads.com/city/columbus-oh/listings/1370-highland-st-49515
539,https://www.rentcollegepads.com/city/columbus-oh/listings/112-e-16th-ave-16448
540,https://www.rentcollegepads.com/city/columbus-oh/listings/1944-iuka-ave-16106
541,https://www.rentcollegepads.com/city/columbus-oh/listings/1952-iuka-ave-32507
542,https://www.rentcollegepads.com/city/columbus-oh/listings/the-benchmark-51753
543,https://www.rentcollegepads.com/city/columbus-oh/listings/34-chittenden-ave-33878
544,https://www.rentcollegepads.com/city/columbus-oh/listings/242-king-ave-47581
545,https://www.rentcollegepads.com/city/columbus-oh/listings/105-e-woodruff-ave-32571
546,https://www.rentcollegepads.com/city/columbus-oh/listings/85-w-9th-ave-47602
547,https://www.rentcollegepads.com/city/columbus-oh/listings/1529-summit-st-32666
548,https://www.rentcollegepads.com/city/columbus-oh/listings/23-25-w.-10th-ave-columbus-oh-43201-47620
549,https://www.rentcollegepads.com/city/columbus-oh/listings/171-e-13th-ave-44409
550,https://www.rentcollegepads.com/city/columbus-oh/listings/2257-indianola-ave-16402
551,https://www.rentcollegepads.com/city/columbus-oh/listings/171-e-frambes-ave-32045
552,https://www.rentcollegepads.com/city/columbus-oh/listings/142-e-11th-ave-32527
553,https://www.rentcollegepads.com/city/columbus-oh/listings/43-e-15th-ave-32438
554,https://www.rentcollegepads.com/city/columbus-oh/listings/60-e-7th-ave-16145
555,https://www.rentcollegepads.com/city/columbus-oh/listings/14-16-w-norwich-ave-49639
556,https://www.rentcollegepads.com/city/columbus-oh/listings/112-w-lane-ave-16073
557,https://www.rentcollegepads.com/city/columbus-oh/listings/72-e-woodruff-ave-32391
558,https://www.rentcollegepads.com/city/columbus-oh/listings/1628-1630-indianola-ave.-columbus-oh-43201-47614
559,https://www.rentcollegepads.com/city/columbus-oh/listings/75-chittenden-ave-32414
560,https://www.rentcollegepads.com/city/columbus-oh/listings/123-129-e.-tompkins-st-43529
561,https://www.rentcollegepads.com/city/columbus-oh/listings/1973-n-4th-st-16452
562,https://www.rentcollegepads.com/city/columbus-oh/listings/416-e-whittier-st-32642
563,https://www.rentcollegepads.com/city/columbus-oh/listings/95-chittenden-ave-47632
564,https://www.rentcollegepads.com/city/columbus-oh/listings/2147-2149-waldeck-ave-50302
565,https://www.rentcollegepads.com/city/columbus-oh/listings/1469-worthington-st-47331
566,https://www.rentcollegepads.com/city/columbus-oh/listings/1370-indianola-ave-32729
567,https://www.rentcollegepads.com/city/columbus-oh/listings/162-168-e.-12th-ave.-columbus-oh-47623
568,https://www.rentcollegepads.com/city/columbus-oh/listings/243-e-16th-ave-16462
569,https://www.rentcollegepads.com/city/columbus-oh/listings/2109-tuller-st-47630
570,https://www.rentcollegepads.com/city/columbus-oh/listings/the-highline-at-nine-20566
571,https://www.rentcollegepads.com/city/columbus-oh/listings/1372-indianola-ave-32564
572,https://www.rentcollegepads.com/city/columbus-oh/listings/2334-n-high-st-46982
573,https://www.rentcollegepads.com/city/columbus-oh/listings/95-e-14th-ave-columbus-oh-43201-70260
574,https://www.rentcollegepads.com/city/columbus-oh/listings/1985-waldeck-ave-32505
575,https://www.rentcollegepads.com/city/columbus-oh/listings/88-e-11th-ave-47621
576,https://www.rentcollegepads.com/city/columbus-oh/listings/187-e-12th-ave-32557
577,https://www.rentcollegepads.com/city/columbus-oh/listings/1441-highland-st-51704
578,https://www.rentcollegepads.com/city/columbus-oh/listings/106-w-northwood-ave-32243
579,https://www.rentcollegepads.com/city/columbus-oh/listings/28-e-11th-ave-32487
580,https://www.rentcollegepads.com/city/columbus-oh/listings/2213-neil-ave-43398
581,https://www.rentcollegepads.com/city/columbus-oh/listings/the-view-on-fifth-32110
582,https://www.rentcollegepads.com/city/columbus-oh/listings/42-e-17th-ave-columbus-57260
583,https://www.rentcollegepads.com/city/columbus-oh/listings/64-w-9th-ave-47599
584,https://www.rentcollegepads.com/city/columbus-oh/listings/1996-indianola-ave-47668
585,https://www.rentcollegepads.com/city/columbus-oh/listings/222-e-11th-ave-32503
586,https://www.rentcollegepads.com/city/columbus-oh/listings/2153-2155-indianola-ave-50306
587,https://www.rentcollegepads.com/city/columbus-oh/listings/1381-indianola-ave-32544
588,https://www.rentcollegepads.com/city/columbus-oh/listings/149-chittenden-ave-32533
589,https://www.rentcollegepads.com/city/columbus-oh/listings/1669-1675-summit-st-31929
590,https://www.rentcollegepads.com/city/columbus-oh/listings/29-w-9th-ave-47585
591,https://www.rentcollegepads.com/city/columbus-oh/listings/144-e-norwich-ave-19165
592,https://www.rentcollegepads.com/city/columbus-oh/listings/190-w-norwich-ave-50235
593,https://www.rentcollegepads.com/city/columbus-oh/listings/252-e-17th-ave-16441
594,https://www.rentcollegepads.com/city/columbus-oh/listings/45-47-w-9th-ave.-columbus-oh-47593
595,https://www.rentcollegepads.com/city/columbus-oh/listings/62-64-e.-patterson-19174
